id	item_group_id	title	c:title_NO:string	c:sku:string	brand	color	c:retail_price_NOK:integer	c:discount_retail_price_NOK:integer	description	c:description_NO:string	size	gender	c:season_tag:string	gtin	c:stock_level:integer	image_link	additional_image_link	material	washing	madein	product_type	hs_code
15773	3029	VMFILENE STRIKKET MED POLOKRAGE - ROSA / PARFAIT PINK	VMFILENE STRIKKET MED POLOKRAGE - ROSA / PARFAIT PINK	VEROMO-103027-PARFAIT-PINK_14	Vero Moda	Rosa	60000	60000	"Strikket genser til dame- myk kvalitet- v-hals- polokrage- fra Vero Moda
Navn: vmFilene ls polo v-neck blouseStylenummer:&nbsp;10268653
Inneholder:&nbsp;&nbsp;70% akryl, 27% nylon, 3% elastane"	"Strikket genser til dame- myk kvalitet- v-hals- polokrage- fra Vero Moda
Navn: vmFilene ls polo v-neck blouseStylenummer:&nbsp;10268653
Inneholder:&nbsp;&nbsp;70% akryl, 27% nylon, 3% elastane"	L			5715222043456	2	https://retailhub-cdn.azureedge.net/test-pictures/3296268_vmfilene-strikket-med-polokrage-rosa-parfait-pink_1000.jpeg	https://retailhub-cdn.azureedge.net/test-pictures/3296267_vmfilene-strikket-med-polokrage-rosa-parfait-pink_1000.jpeg,https://retailhub-cdn.azureedge.net/test-pictures/3296271_vmfilene-strikket-med-polokrage-rosa-parfait-pink_1000.jpeg					
15774	3029	VMFILENE STRIKKET MED POLOKRAGE - ROSA / PARFAIT PINK	VMFILENE STRIKKET MED POLOKRAGE - ROSA / PARFAIT PINK	VEROMO-103027-PARFAIT-PINK_14	Vero Moda	Rosa	60000	60000	"Strikket genser til dame- myk kvalitet- v-hals- polokrage- fra Vero Moda
Navn: vmFilene ls polo v-neck blouseStylenummer:&nbsp;10268653
Inneholder:&nbsp;&nbsp;70% akryl, 27% nylon, 3% elastane"	"Strikket genser til dame- myk kvalitet- v-hals- polokrage- fra Vero Moda
Navn: vmFilene ls polo v-neck blouseStylenummer:&nbsp;10268653
Inneholder:&nbsp;&nbsp;70% akryl, 27% nylon, 3% elastane"	XL			5715222043463	1	https://retailhub-cdn.azureedge.net/test-pictures/3296268_vmfilene-strikket-med-polokrage-rosa-parfait-pink_1000.jpeg	https://retailhub-cdn.azureedge.net/test-pictures/3296267_vmfilene-strikket-med-polokrage-rosa-parfait-pink_1000.jpeg,https://retailhub-cdn.azureedge.net/test-pictures/3296271_vmfilene-strikket-med-polokrage-rosa-parfait-pink_1000.jpeg					
4916	931	VMOCEAN TYNN SHACKET - BEIGE / NOMAD	VMOCEAN TYNN SHACKET - BEIGE / NOMAD	VEROMO-100930-NOMAD_14	Vero Moda	Beige	59995	59995	"Skjortejakke med brystlommer 
- Avslappet passform 
- Supermyk tekstur 
- Trykknapplukking 
- Trykknapp-detaljer ved ermene 
- Lengde: 73 cm i str. S. 
- Modellen er 177 cm høy og bruker str. S.

Skjorte med brystlommer og knappedetaljer laget i et kjempemykt materiale. Style skjorten med jeans og et par chunky snøreboots. 
AWARE av VERO MODA er en mer bærekraftig kolleksjon av utmerkede go-to-items som er designet med nydelige miljøvennlige materialer som reduserte mengder av naturressurser som er brukt under produksjon. 

92% Resirkulert polyester, 8% Viskose
Maskinvask, halv sist, kort sentrifuge 30 ° C
Må ikke blåse
Tåler ikke tørketrommel
Strykes ved lav temp. Høyeste temp. 100 ° C
Renses (alle slag løsningsmidler)
Henges til tørk
Artikkelnummer: 10235371
vmOcean 
"	"Skjortejakke med brystlommer 
- Avslappet passform 
- Supermyk tekstur 
- Trykknapplukking 
- Trykknapp-detaljer ved ermene 
- Lengde: 73 cm i str. S. 
- Modellen er 177 cm høy og bruker str. S.

Skjorte med brystlommer og knappedetaljer laget i et kjempemykt materiale. Style skjorten med jeans og et par chunky snøreboots. 
AWARE av VERO MODA er en mer bærekraftig kolleksjon av utmerkede go-to-items som er designet med nydelige miljøvennlige materialer som reduserte mengder av naturressurser som er brukt under produksjon. 

92% Resirkulert polyester, 8% Viskose
Maskinvask, halv sist, kort sentrifuge 30 ° C
Må ikke blåse
Tåler ikke tørketrommel
Strykes ved lav temp. Høyeste temp. 100 ° C
Renses (alle slag løsningsmidler)
Henges til tørk
Artikkelnummer: 10235371
vmOcean 
"	S			5714910364231	2	https://retailhub-cdn.azureedge.net/test-pictures/3268462_vmocean-tynn-shacket-beige-nomad_1000.jpg	https://retailhub-cdn.azureedge.net/test-pictures/3277894_vmocean-tynn-shacket-beige-nomad_1000.jpeg,https://retailhub-cdn.azureedge.net/test-pictures/3268463_vmocean-tynn-shacket-beige-nomad_1000.jpg					
4917	931	VMOCEAN TYNN SHACKET - BEIGE / NOMAD	VMOCEAN TYNN SHACKET - BEIGE / NOMAD	VEROMO-100930-NOMAD_14	Vero Moda	Beige	59995	59995	"Skjortejakke med brystlommer 
- Avslappet passform 
- Supermyk tekstur 
- Trykknapplukking 
- Trykknapp-detaljer ved ermene 
- Lengde: 73 cm i str. S. 
- Modellen er 177 cm høy og bruker str. S.

Skjorte med brystlommer og knappedetaljer laget i et kjempemykt materiale. Style skjorten med jeans og et par chunky snøreboots. 
AWARE av VERO MODA er en mer bærekraftig kolleksjon av utmerkede go-to-items som er designet med nydelige miljøvennlige materialer som reduserte mengder av naturressurser som er brukt under produksjon. 

92% Resirkulert polyester, 8% Viskose
Maskinvask, halv sist, kort sentrifuge 30 ° C
Må ikke blåse
Tåler ikke tørketrommel
Strykes ved lav temp. Høyeste temp. 100 ° C
Renses (alle slag løsningsmidler)
Henges til tørk
Artikkelnummer: 10235371
vmOcean 
"	"Skjortejakke med brystlommer 
- Avslappet passform 
- Supermyk tekstur 
- Trykknapplukking 
- Trykknapp-detaljer ved ermene 
- Lengde: 73 cm i str. S. 
- Modellen er 177 cm høy og bruker str. S.

Skjorte med brystlommer og knappedetaljer laget i et kjempemykt materiale. Style skjorten med jeans og et par chunky snøreboots. 
AWARE av VERO MODA er en mer bærekraftig kolleksjon av utmerkede go-to-items som er designet med nydelige miljøvennlige materialer som reduserte mengder av naturressurser som er brukt under produksjon. 

92% Resirkulert polyester, 8% Viskose
Maskinvask, halv sist, kort sentrifuge 30 ° C
Må ikke blåse
Tåler ikke tørketrommel
Strykes ved lav temp. Høyeste temp. 100 ° C
Renses (alle slag løsningsmidler)
Henges til tørk
Artikkelnummer: 10235371
vmOcean 
"	M			5714910364248	1	https://retailhub-cdn.azureedge.net/test-pictures/3268462_vmocean-tynn-shacket-beige-nomad_1000.jpg	https://retailhub-cdn.azureedge.net/test-pictures/3277894_vmocean-tynn-shacket-beige-nomad_1000.jpeg,https://retailhub-cdn.azureedge.net/test-pictures/3268463_vmocean-tynn-shacket-beige-nomad_1000.jpg					
4918	931	VMOCEAN TYNN SHACKET - BEIGE / NOMAD	VMOCEAN TYNN SHACKET - BEIGE / NOMAD	VEROMO-100930-NOMAD_14	Vero Moda	Beige	59995	59995	"Skjortejakke med brystlommer 
- Avslappet passform 
- Supermyk tekstur 
- Trykknapplukking 
- Trykknapp-detaljer ved ermene 
- Lengde: 73 cm i str. S. 
- Modellen er 177 cm høy og bruker str. S.

Skjorte med brystlommer og knappedetaljer laget i et kjempemykt materiale. Style skjorten med jeans og et par chunky snøreboots. 
AWARE av VERO MODA er en mer bærekraftig kolleksjon av utmerkede go-to-items som er designet med nydelige miljøvennlige materialer som reduserte mengder av naturressurser som er brukt under produksjon. 

92% Resirkulert polyester, 8% Viskose
Maskinvask, halv sist, kort sentrifuge 30 ° C
Må ikke blåse
Tåler ikke tørketrommel
Strykes ved lav temp. Høyeste temp. 100 ° C
Renses (alle slag løsningsmidler)
Henges til tørk
Artikkelnummer: 10235371
vmOcean 
"	"Skjortejakke med brystlommer 
- Avslappet passform 
- Supermyk tekstur 
- Trykknapplukking 
- Trykknapp-detaljer ved ermene 
- Lengde: 73 cm i str. S. 
- Modellen er 177 cm høy og bruker str. S.

Skjorte med brystlommer og knappedetaljer laget i et kjempemykt materiale. Style skjorten med jeans og et par chunky snøreboots. 
AWARE av VERO MODA er en mer bærekraftig kolleksjon av utmerkede go-to-items som er designet med nydelige miljøvennlige materialer som reduserte mengder av naturressurser som er brukt under produksjon. 

92% Resirkulert polyester, 8% Viskose
Maskinvask, halv sist, kort sentrifuge 30 ° C
Må ikke blåse
Tåler ikke tørketrommel
Strykes ved lav temp. Høyeste temp. 100 ° C
Renses (alle slag løsningsmidler)
Henges til tørk
Artikkelnummer: 10235371
vmOcean 
"	L			5714910364255	2	https://retailhub-cdn.azureedge.net/test-pictures/3268462_vmocean-tynn-shacket-beige-nomad_1000.jpg	https://retailhub-cdn.azureedge.net/test-pictures/3277894_vmocean-tynn-shacket-beige-nomad_1000.jpeg,https://retailhub-cdn.azureedge.net/test-pictures/3268463_vmocean-tynn-shacket-beige-nomad_1000.jpg					
4919	931	VMOCEAN TYNN SHACKET - BEIGE / NOMAD	VMOCEAN TYNN SHACKET - BEIGE / NOMAD	VEROMO-100930-NOMAD_14	Vero Moda	Beige	59995	59995	"Skjortejakke med brystlommer 
- Avslappet passform 
- Supermyk tekstur 
- Trykknapplukking 
- Trykknapp-detaljer ved ermene 
- Lengde: 73 cm i str. S. 
- Modellen er 177 cm høy og bruker str. S.

Skjorte med brystlommer og knappedetaljer laget i et kjempemykt materiale. Style skjorten med jeans og et par chunky snøreboots. 
AWARE av VERO MODA er en mer bærekraftig kolleksjon av utmerkede go-to-items som er designet med nydelige miljøvennlige materialer som reduserte mengder av naturressurser som er brukt under produksjon. 

92% Resirkulert polyester, 8% Viskose
Maskinvask, halv sist, kort sentrifuge 30 ° C
Må ikke blåse
Tåler ikke tørketrommel
Strykes ved lav temp. Høyeste temp. 100 ° C
Renses (alle slag løsningsmidler)
Henges til tørk
Artikkelnummer: 10235371
vmOcean 
"	"Skjortejakke med brystlommer 
- Avslappet passform 
- Supermyk tekstur 
- Trykknapplukking 
- Trykknapp-detaljer ved ermene 
- Lengde: 73 cm i str. S. 
- Modellen er 177 cm høy og bruker str. S.

Skjorte med brystlommer og knappedetaljer laget i et kjempemykt materiale. Style skjorten med jeans og et par chunky snøreboots. 
AWARE av VERO MODA er en mer bærekraftig kolleksjon av utmerkede go-to-items som er designet med nydelige miljøvennlige materialer som reduserte mengder av naturressurser som er brukt under produksjon. 

92% Resirkulert polyester, 8% Viskose
Maskinvask, halv sist, kort sentrifuge 30 ° C
Må ikke blåse
Tåler ikke tørketrommel
Strykes ved lav temp. Høyeste temp. 100 ° C
Renses (alle slag løsningsmidler)
Henges til tørk
Artikkelnummer: 10235371
vmOcean 
"	XL			5714910364286	1	https://retailhub-cdn.azureedge.net/test-pictures/3268462_vmocean-tynn-shacket-beige-nomad_1000.jpg	https://retailhub-cdn.azureedge.net/test-pictures/3277894_vmocean-tynn-shacket-beige-nomad_1000.jpeg,https://retailhub-cdn.azureedge.net/test-pictures/3268463_vmocean-tynn-shacket-beige-nomad_1000.jpg					
15695	3016	VMCILLEMARIE TEDDY JAKKE - BEIGE / OATMEAL	VMCILLEMARIE TEDDY JAKKE - BEIGE / OATMEAL	VEROMO-103014-OATMEAL_14	Vero Moda	Beige	54995	54995	"Teddy jakke til dame- med brystlomme som har en fin kontrastfarge- lommer i siden- løs passform - oversized- fra Vero Moda
Navn: vmCilleMarie teddy jacketStylenummer: 10257680
Inneholder: 100% polyester"	"Teddy jakke til dame- med brystlomme som har en fin kontrastfarge- lommer i siden- løs passform - oversized- fra Vero Moda
Navn: vmCilleMarie teddy jacketStylenummer: 10257680
Inneholder: 100% polyester"	XS			5715211812346	2	https://retailhub-cdn.azureedge.net/test-pictures/3283796_vmcillemarie-teddy-jakke-beige-oatmeal_1000.jpeg	https://retailhub-cdn.azureedge.net/test-pictures/3283797_vmcillemarie-teddy-jakke-beige-oatmeal_1000.jpeg,https://retailhub-cdn.azureedge.net/test-pictures/3283798_vmcillemarie-teddy-jakke-beige-oatmeal_1000.jpeg					
15697	3016	VMCILLEMARIE TEDDY JAKKE - BEIGE / OATMEAL	VMCILLEMARIE TEDDY JAKKE - BEIGE / OATMEAL	VEROMO-103014-OATMEAL_14	Vero Moda	Beige	54995	54995	"Teddy jakke til dame- med brystlomme som har en fin kontrastfarge- lommer i siden- løs passform - oversized- fra Vero Moda
Navn: vmCilleMarie teddy jacketStylenummer: 10257680
Inneholder: 100% polyester"	"Teddy jakke til dame- med brystlomme som har en fin kontrastfarge- lommer i siden- løs passform - oversized- fra Vero Moda
Navn: vmCilleMarie teddy jacketStylenummer: 10257680
Inneholder: 100% polyester"	M			5715211812360	5	https://retailhub-cdn.azureedge.net/test-pictures/3283796_vmcillemarie-teddy-jakke-beige-oatmeal_1000.jpeg	https://retailhub-cdn.azureedge.net/test-pictures/3283797_vmcillemarie-teddy-jakke-beige-oatmeal_1000.jpeg,https://retailhub-cdn.azureedge.net/test-pictures/3283798_vmcillemarie-teddy-jakke-beige-oatmeal_1000.jpeg					
15698	3016	VMCILLEMARIE TEDDY JAKKE - BEIGE / OATMEAL	VMCILLEMARIE TEDDY JAKKE - BEIGE / OATMEAL	VEROMO-103014-OATMEAL_14	Vero Moda	Beige	54995	54995	"Teddy jakke til dame- med brystlomme som har en fin kontrastfarge- lommer i siden- løs passform - oversized- fra Vero Moda
Navn: vmCilleMarie teddy jacketStylenummer: 10257680
Inneholder: 100% polyester"	"Teddy jakke til dame- med brystlomme som har en fin kontrastfarge- lommer i siden- løs passform - oversized- fra Vero Moda
Navn: vmCilleMarie teddy jacketStylenummer: 10257680
Inneholder: 100% polyester"	L			5715211812377	3	https://retailhub-cdn.azureedge.net/test-pictures/3283796_vmcillemarie-teddy-jakke-beige-oatmeal_1000.jpeg	https://retailhub-cdn.azureedge.net/test-pictures/3283797_vmcillemarie-teddy-jakke-beige-oatmeal_1000.jpeg,https://retailhub-cdn.azureedge.net/test-pictures/3283798_vmcillemarie-teddy-jakke-beige-oatmeal_1000.jpeg					
15699	3016	VMCILLEMARIE TEDDY JAKKE - BEIGE / OATMEAL	VMCILLEMARIE TEDDY JAKKE - BEIGE / OATMEAL	VEROMO-103014-OATMEAL_14	Vero Moda	Beige	54995	54995	"Teddy jakke til dame- med brystlomme som har en fin kontrastfarge- lommer i siden- løs passform - oversized- fra Vero Moda
Navn: vmCilleMarie teddy jacketStylenummer: 10257680
Inneholder: 100% polyester"	"Teddy jakke til dame- med brystlomme som har en fin kontrastfarge- lommer i siden- løs passform - oversized- fra Vero Moda
Navn: vmCilleMarie teddy jacketStylenummer: 10257680
Inneholder: 100% polyester"	XL			5715211812414	1	https://retailhub-cdn.azureedge.net/test-pictures/3283796_vmcillemarie-teddy-jakke-beige-oatmeal_1000.jpeg	https://retailhub-cdn.azureedge.net/test-pictures/3283797_vmcillemarie-teddy-jakke-beige-oatmeal_1000.jpeg,https://retailhub-cdn.azureedge.net/test-pictures/3283798_vmcillemarie-teddy-jakke-beige-oatmeal_1000.jpeg					
15691	3015	"VMOCEAN TYNN SHACKET - GRØNN / JOLLY GREEN "	"VMOCEAN TYNN SHACKET - GRØNN / JOLLY GREEN "	VEROMO-103013-JOLLY-GREEN_14	Vero Moda	Grønn	59995	59995	"Skjortejakke med brystlommer 
- Avslappet passform 
- Supermyk tekstur 
- Trykknapplukking 
- Trykknapp-detaljer ved ermene 
- Lengde: 73 cm i str. S. 

Skjorte med brystlommer og knappedetaljer laget i et kjempemykt materiale. Style skjorten med jeans og et par chunky snøreboots. 
AWARE av VERO MODA er en mer bærekraftig kolleksjon av utmerkede go-to-items som er designet med nydelige miljøvennlige materialer som reduserte mengder av naturressurser som er brukt under produksjon. 

92% Resirkulert polyester, 8% Viskose
Maskinvask, halv sist, kort sentrifuge 30 ° C
Må ikke blåse
Tåler ikke tørketrommel
Strykes ved lav temp. Høyeste temp. 100 ° C
Renses (alle slag løsningsmidler)
Henges til tørk
Artikkelnummer: 10235371
vmOcean&nbsp;
"	"Skjortejakke med brystlommer 
- Avslappet passform 
- Supermyk tekstur 
- Trykknapplukking 
- Trykknapp-detaljer ved ermene 
- Lengde: 73 cm i str. S. 

Skjorte med brystlommer og knappedetaljer laget i et kjempemykt materiale. Style skjorten med jeans og et par chunky snøreboots. 
AWARE av VERO MODA er en mer bærekraftig kolleksjon av utmerkede go-to-items som er designet med nydelige miljøvennlige materialer som reduserte mengder av naturressurser som er brukt under produksjon. 

92% Resirkulert polyester, 8% Viskose
Maskinvask, halv sist, kort sentrifuge 30 ° C
Må ikke blåse
Tåler ikke tørketrommel
Strykes ved lav temp. Høyeste temp. 100 ° C
Renses (alle slag løsningsmidler)
Henges til tørk
Artikkelnummer: 10235371
vmOcean&nbsp;
"	S			5715305543422	3	https://retailhub-cdn.azureedge.net/test-pictures/3268927_vmocean-tynn-shacket-gronn-jolly-green_1000.jpeg	https://retailhub-cdn.azureedge.net/test-pictures/3268928_vmocean-tynn-shacket-gronn-jolly-green_1000.jpeg,https://retailhub-cdn.azureedge.net/test-pictures/3268926_vmocean-tynn-shacket-gronn-jolly-green_1000.jpeg					
15693	3015	"VMOCEAN TYNN SHACKET - GRØNN / JOLLY GREEN "	"VMOCEAN TYNN SHACKET - GRØNN / JOLLY GREEN "	VEROMO-103013-JOLLY-GREEN_14	Vero Moda	Grønn	59995	59995	"Skjortejakke med brystlommer 
- Avslappet passform 
- Supermyk tekstur 
- Trykknapplukking 
- Trykknapp-detaljer ved ermene 
- Lengde: 73 cm i str. S. 

Skjorte med brystlommer og knappedetaljer laget i et kjempemykt materiale. Style skjorten med jeans og et par chunky snøreboots. 
AWARE av VERO MODA er en mer bærekraftig kolleksjon av utmerkede go-to-items som er designet med nydelige miljøvennlige materialer som reduserte mengder av naturressurser som er brukt under produksjon. 

92% Resirkulert polyester, 8% Viskose
Maskinvask, halv sist, kort sentrifuge 30 ° C
Må ikke blåse
Tåler ikke tørketrommel
Strykes ved lav temp. Høyeste temp. 100 ° C
Renses (alle slag løsningsmidler)
Henges til tørk
Artikkelnummer: 10235371
vmOcean&nbsp;
"	"Skjortejakke med brystlommer 
- Avslappet passform 
- Supermyk tekstur 
- Trykknapplukking 
- Trykknapp-detaljer ved ermene 
- Lengde: 73 cm i str. S. 

Skjorte med brystlommer og knappedetaljer laget i et kjempemykt materiale. Style skjorten med jeans og et par chunky snøreboots. 
AWARE av VERO MODA er en mer bærekraftig kolleksjon av utmerkede go-to-items som er designet med nydelige miljøvennlige materialer som reduserte mengder av naturressurser som er brukt under produksjon. 

92% Resirkulert polyester, 8% Viskose
Maskinvask, halv sist, kort sentrifuge 30 ° C
Må ikke blåse
Tåler ikke tørketrommel
Strykes ved lav temp. Høyeste temp. 100 ° C
Renses (alle slag løsningsmidler)
Henges til tørk
Artikkelnummer: 10235371
vmOcean&nbsp;
"	L			5715305543446	200	https://retailhub-cdn.azureedge.net/test-pictures/3268927_vmocean-tynn-shacket-gronn-jolly-green_1000.jpeg	https://retailhub-cdn.azureedge.net/test-pictures/3268928_vmocean-tynn-shacket-gronn-jolly-green_1000.jpeg,https://retailhub-cdn.azureedge.net/test-pictures/3268926_vmocean-tynn-shacket-gronn-jolly-green_1000.jpeg					
15694	3015	"VMOCEAN TYNN SHACKET - GRØNN / JOLLY GREEN "	"VMOCEAN TYNN SHACKET - GRØNN / JOLLY GREEN "	VEROMO-103013-JOLLY-GREEN_14	Vero Moda	Grønn	59995	59995	"Skjortejakke med brystlommer 
- Avslappet passform 
- Supermyk tekstur 
- Trykknapplukking 
- Trykknapp-detaljer ved ermene 
- Lengde: 73 cm i str. S. 

Skjorte med brystlommer og knappedetaljer laget i et kjempemykt materiale. Style skjorten med jeans og et par chunky snøreboots. 
AWARE av VERO MODA er en mer bærekraftig kolleksjon av utmerkede go-to-items som er designet med nydelige miljøvennlige materialer som reduserte mengder av naturressurser som er brukt under produksjon. 

92% Resirkulert polyester, 8% Viskose
Maskinvask, halv sist, kort sentrifuge 30 ° C
Må ikke blåse
Tåler ikke tørketrommel
Strykes ved lav temp. Høyeste temp. 100 ° C
Renses (alle slag løsningsmidler)
Henges til tørk
Artikkelnummer: 10235371
vmOcean&nbsp;
"	"Skjortejakke med brystlommer 
- Avslappet passform 
- Supermyk tekstur 
- Trykknapplukking 
- Trykknapp-detaljer ved ermene 
- Lengde: 73 cm i str. S. 

Skjorte med brystlommer og knappedetaljer laget i et kjempemykt materiale. Style skjorten med jeans og et par chunky snøreboots. 
AWARE av VERO MODA er en mer bærekraftig kolleksjon av utmerkede go-to-items som er designet med nydelige miljøvennlige materialer som reduserte mengder av naturressurser som er brukt under produksjon. 

92% Resirkulert polyester, 8% Viskose
Maskinvask, halv sist, kort sentrifuge 30 ° C
Må ikke blåse
Tåler ikke tørketrommel
Strykes ved lav temp. Høyeste temp. 100 ° C
Renses (alle slag løsningsmidler)
Henges til tørk
Artikkelnummer: 10235371
vmOcean&nbsp;
"	XL			5715305543453	1	https://retailhub-cdn.azureedge.net/test-pictures/3268927_vmocean-tynn-shacket-gronn-jolly-green_1000.jpeg	https://retailhub-cdn.azureedge.net/test-pictures/3268928_vmocean-tynn-shacket-gronn-jolly-green_1000.jpeg,https://retailhub-cdn.azureedge.net/test-pictures/3268926_vmocean-tynn-shacket-gronn-jolly-green_1000.jpeg					
13518	2600	VMSIMONE BOBLEVEST - SVART	VMSIMONE BOBLEVEST - SVART	VEROMO-102598-BLACK_14	Vero Moda	Svart	60000	60000	"Vattert vest
- Normal passform.
- Mykt stoff med innvendig fôr.
- Glidelåslukking.
- Lommer foran med trykknapplukking.
- Lengde: 60 cm i str. M.

Vest med glidelåslukking og lommer foran. Vesten er laget i et mykt materiale med innvendig fôr. Style med tykk strikk under.

LAGET MED RESIRKULERT POLYESTER
Dette produktet er laget med resirkulert polyester. Resirkulert polyester sparer naturressursene og reduserer mengden avfall.

100% Polyester
Maskinvask, halv last, kort sentrifuge 30 °C
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved lav temp. Høyeste temp. 100 °C
Renses (alle slags løsningsmidler)
Henges til tørk
Artikkelnummer:&nbsp;10248353
"	"Vattert vest
- Normal passform.
- Mykt stoff med innvendig fôr.
- Glidelåslukking.
- Lommer foran med trykknapplukking.
- Lengde: 60 cm i str. M.

Vest med glidelåslukking og lommer foran. Vesten er laget i et mykt materiale med innvendig fôr. Style med tykk strikk under.

LAGET MED RESIRKULERT POLYESTER
Dette produktet er laget med resirkulert polyester. Resirkulert polyester sparer naturressursene og reduserer mengden avfall.

100% Polyester
Maskinvask, halv last, kort sentrifuge 30 °C
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved lav temp. Høyeste temp. 100 °C
Renses (alle slags løsningsmidler)
Henges til tørk
Artikkelnummer:&nbsp;10248353
"	L			5715102821297	1	https://retailhub-cdn.azureedge.net/test-pictures/3268473_vmsimone-boblevest-svart_1000.jpg	https://retailhub-cdn.azureedge.net/test-pictures/3268474_vmsimone-boblevest-svart_1000.jpg,https://retailhub-cdn.azureedge.net/test-pictures/3268475_vmsimone-boblevest-svart_1000.jpg					
